Sizes set; Q; Iterations; V0; V1; V2; V3; V4; V5; V6
4,5,7,7,7;342;13;  v10,v4,v22,v6; v3,v29,v9,v24,v28; v15,v2,v5,v26,v1,v12,v18; v21,v11,v13,v14,v23,v0,v20; v7,v17,v19,v8,v16,v27,v25;;
4,6,6,7,7;343;12;  v10,v4,v22,v6; v18,v3,v27,v29,v9,v25; v15,v2,v5,v1,v12,v11; v21,v13,v14,v23,v0,v20,v24; v7,v17,v19,v8,v28,v16,v26;;
4,6,7,6,7;349;13;  v28,v9,v8,v26; v18,v3,v16,v27,v4,v29; v15,v2,v5,v10,v22,v12,v6; v19,v7,v17,v25,v0,v11; v23,v14,v24,v13,v21,v20,v1;;
4,6,7,7,6;337;13;  v4,v22,v28,v10; v18,v12,v16,v27,v26,v8; v15,v2,v5,v29,v9,v3,v1; v19,v6,v7,v17,v25,v0,v11; v21,v23,v13,v24,v20,v14;;
4,7,5,7,7;345;11;  v10,v4,v22,v6; v18,v12,v16,v27,v26,v8,v25; v15,v2,v5,v29,v3; v21,v11,v13,v14,v23,v0,v17; v7,v20,v24,v19,v28,v1,v9;;
4,7,6,6,7;349;11;  v10,v22,v28,v4; v18,v1,v12,v19,v26,v7,v11; v15,v2,v5,v29,v9,v3; v8,v6,v17,v25,v27,v16; v13,v23,v14,v21,v24,v0,v20;;
4,7,6,7,6;344;17;  v10,v22,v6,v4; v18,v1,v9,v12,v19,v26,v28; v15,v5,v29,v3,v2,v16; v8,v7,v17,v25,v27,v0,v11; v13,v14,v21,v23,v20,v24;;
4,7,7,5,7;352;13;  v28,v8,v9,v26; v18,v1,v3,v12,v27,v29,v25; v15,v2,v5,v10,v22,v4,v6; v19,v7,v17,v16,v11; v23,v14,v24,v13,v21,v20,v0;;
4,7,7,6,6;350;16;  v4,v22,v10,v13; v3,v12,v29,v27,v21,v15,v5; v26,v19,v16,v18,v1,v6,v8; v7,v17,v25,v14,v0,v11; v23,v24,v28,v20,v9,v2;;
4,7,7,7,5;342;17;  v27,v3,v29,v21; v18,v1,v12,v16,v8,v26,v19; v15,v2,v5,v10,v22,v28,v9; v6,v7,v17,v25,v14,v0,v11; v23,v24,v13,v4,v20;;
5,4,7,7,7;342;9;  v10,v4,v22,v28,v0; v3,v21,v27,v29; v12,v1,v5,v26,v15,v2,v11; v9,v6,v16,v19,v25,v18,v8; v23,v13,v14,v17,v7,v20,v24;;
5,5,6,7,7;348;7;  v10,v4,v22,v28,v13; v3,v15,v21,v27,v29; v12,v1,v5,v8,v26,v20; v9,v2,v6,v16,v19,v25,v18; v23,v0,v11,v14,v17,v7,v24;;
5,5,7,6,7;349;6;  v10,v4,v22,v28,v2; v3,v21,v27,v29,v24; v12,v1,v5,v8,v20,v26,v15; v9,v6,v16,v19,v25,v18; v23,v0,v11,v13,v14,v17,v7;;
5,5,7,7,6;351;7;  v10,v4,v22,v2,v13; v3,v21,v27,v29,v24; v12,v1,v5,v8,v20,v26,v15; v9,v6,v14,v16,v19,v25,v18; v7,v11,v17,v23,v0,v28;;
5,6,5,7,7;348;12;  v10,v4,v22,v6,v13; v3,v21,v29,v24,v23,v20; v5,v11,v12,v15,v2; v1,v19,v26,v28,v16,v9,v18; v8,v7,v17,v25,v14,v0,v27;;
5,6,6,6,7;348;14;  v10,v22,v5,v2,v15; v16,v27,v12,v18,v26,v8; v0,v21,v29,v3,v9,v28; v1,v6,v13,v19,v11,v25; v7,v17,v20,v24,v14,v4,v23;;
5,6,6,7,6;356;14;  v10,v22,v5,v2,v15; v3,v16,v27,v4,v12,v18; v0,v11,v25,v7,v19,v28; v1,v6,v9,v13,v20,v14,v29; v8,v17,v26,v24,v23,v21;;
5,6,7,5,7;345;10;  v10,v22,v6,v5,v2; v3,v15,v16,v27,v29,v12; v0,v11,v17,v25,v21,v7,v19; v8,v9,v26,v28,v18; v1,v13,v20,v14,v24,v4,v23;;
5,6,7,6,6;346;17;  v10,v4,v22,v6,v13; v3,v27,v29,v18,v25,v9; v0,v23,v21,v14,v24,v20,v28; v8,v7,v26,v17,v16,v19; v2,v1,v5,v15,v11,v12;;
5,6,7,7,5;350;13;  v10,v4,v22,v6,v13; v3,v15,v27,v29,v12,v5; v0,v11,v17,v23,v25,v21,v8; v7,v9,v20,v14,v28,v24,v2; v1,v19,v16,v18,v26;;
5,7,4,7,7;352;11;  v10,v22,v6,v28,v9; v3,v15,v16,v27,v29,v4,v12; v0,v25,v18,v21; v8,v7,v17,v20,v23,v24,v14; v2,v13,v11,v1,v19,v5,v26;;
5,7,5,6,7;340;15;  v10,v4,v22,v6,v13; v3,v15,v5,v12,v1,v26,v18; v0,v25,v21,v29,v27; v2,v19,v28,v16,v11,v9; v8,v7,v17,v20,v24,v14,v23;;
5,7,5,7,6;360;11;  v22,v28,v6,v9,v19; v3,v15,v16,v27,v29,v4,v12; v0,v25,v21,v1,v14; v2,v13,v20,v23,v5,v10,v11; v8,v7,v17,v26,v24,v18;;
5,7,6,5,7;354;10;  v10,v22,v5,v2,v15; v3,v9,v16,v27,v29,v4,v25; v0,v12,v18,v21,v26,v28; v1,v6,v13,v19,v11; v8,v7,v17,v20,v24,v14,v23;;
5,7,6,6,6;349;15;  v10,v22,v5,v2,v6; v3,v15,v16,v27,v29,v4,v12; v0,v11,v25,v7,v19,v28; v13,v20,v14,v21,v23,v24; v8,v17,v26,v18,v9,v1;;
5,7,6,7,5;344;15;  v24,v20,v14,v9,v23; v3,v15,v16,v21,v27,v29,v4; v12,v18,v1,v26,v8,v17; v2,v6,v13,v5,v10,v22,v11; v7,v28,v0,v25,v19;;
5,7,7,4,7;342;13;  v10,v22,v6,v5,v2; v3,v15,v21,v27,v29,v25,v16; v0,v11,v17,v23,v19,v28,v7; v8,v26,v18,v12; v1,v13,v20,v14,v24,v4,v9;;
5,7,7,5,6;354;18;  v10,v4,v22,v6,v13; v21,v27,v25,v0,v14,v29,v3; v5,v11,v12,v23,v2,v15,v18; v8,v26,v16,v17,v7; v1,v19,v24,v28,v20,v9;;
5,7,7,6,5;352;11;  v10,v22,v6,v5,v2; v3,v15,v16,v27,v29,v12,v18; v0,v11,v17,v23,v25,v21,v8; v7,v26,v19,v28,v9,v1; v13,v24,v14,v4,v20;;
5,7,7,7,4;349;12;  v10,v22,v6,v5,v2; v3,v15,v16,v27,v29,v12,v18; v0,v11,v23,v25,v21,v13,v14; v7,v20,v26,v19,v1,v28,v9; v24,v4,v17,v8;;
6,4,6,7,7;338;10;  v10,v13,v22,v6,v2,v11; v21,v0,v27,v25; v15,v1,v5,v12,v29,v3; v23,v14,v17,v20,v24,v4,v7; v9,v16,v19,v26,v18,v28,v8;;
6,4,7,6,7;343;11;  v10,v13,v22,v6,v2,v11; v21,v0,v14,v25; v15,v1,v5,v12,v29,v3,v27; v23,v8,v17,v20,v24,v4; v26,v7,v9,v19,v18,v28,v16;;
6,4,7,7,6;342;11;  v10,v13,v22,v6,v2,v11; v21,v0,v25,v14; v15,v1,v5,v12,v29,v3,v27; v23,v8,v17,v20,v24,v4,v16; v9,v19,v26,v7,v18,v28;;
6,5,5,7,7;351;14;  v10,v4,v13,v22,v6,v2; v21,v0,v27,v7,v14; v8,v17,v20,v23,v11; v24,v5,v29,v12,v15,v3,v1; v25,v19,v18,v16,v9,v26,v28;;
6,5,6,6,7;353;14;  v10,v4,v13,v22,v6,v2; v21,v0,v23,v14,v17; v8,v12,v16,v15,v26,v5; v24,v9,v29,v28,v3,v18; v1,v11,v25,v19,v7,v20,v27;;
6,5,6,7,6;347;16;  v10,v4,v13,v22,v6,v3; v21,v0,v28,v29,v27; v12,v26,v15,v18,v1,v5; v24,v2,v9,v23,v14,v20,v16; v11,v25,v19,v7,v17,v8;;
6,5,7,5,7;352;12;  v10,v4,v13,v22,v6,v3; v21,v0,v14,v25,v29; v8,v12,v16,v17,v27,v26,v18; v24,v9,v28,v20,v7; v1,v2,v5,v15,v19,v11,v23;;
6,5,7,6,6;349;13;  v10,v4,v13,v22,v6,v3; v21,v23,v14,v24,v20; v8,v7,v16,v17,v27,v0,v25; v9,v26,v18,v28,v19,v1; v15,v2,v11,v12,v5,v29;;
6,5,7,7,5;343;16;  v10,v4,v13,v22,v6,v3; v21,v0,v29,v27,v25; v8,v12,v16,v18,v26,v15,v5; v24,v2,v9,v23,v14,v20,v1; v11,v19,v28,v7,v17;;
6,6,4,7,7;349;12;  v4,v22,v3,v27,v12,v15; v21,v0,v11,v23,v13,v2; v19,v1,v28,v26; v5,v6,v9,v25,v29,v18,v10; v7,v8,v24,v17,v14,v20,v16;;
6,6,5,6,7;364;9;  v10,v4,v22,v3,v27,v29; v21,v0,v11,v23,v13,v28; v2,v15,v16,v19,v5; v12,v20,v24,v26,v1,v18; v17,v6,v7,v14,v25,v9,v8;;
6,6,5,7,6;345;17;  v10,v4,v22,v6,v2,v13; v0,v11,v23,v28,v17,v7; v5,v20,v24,v14,v9; v12,v8,v26,v18,v16,v19,v1; v25,v27,v29,v21,v3,v15;;
6,6,6,5,7;347;15;  v10,v4,v22,v6,v2,v13; v11,v23,v17,v7,v24,v20; v1,v15,v19,v3,v28,v5; v12,v8,v26,v18,v16; v14,v25,v9,v29,v27,v21,v0;;
6,6,6,6,6;367;8;  v4,v22,v3,v27,v29,v24; v21,v0,v11,v23,v13,v28; v2,v1,v15,v16,v19,v20; v12,v5,v8,v26,v18,v10; v9,v6,v14,v25,v7,v17;;
6,6,6,7,5;348;16;  v10,v22,v6,v5,v2,v15; v21,v0,v11,v23,v13,v14; v1,v20,v3,v4,v24,v12; v7,v8,v26,v17,v16,v19,v28; v9,v25,v29,v27,v18;;
6,6,7,4,7;343;15;  v10,v4,v22,v3,v6,v13; v23,v17,v7,v24,v20,v14; v2,v1,v5,v15,v19,v11,v12; v8,v26,v18,v16; v25,v9,v29,v27,v21,v0,v28;;
6,6,7,5,6;347;16;  v10,v4,v22,v3,v6,v13; v23,v17,v7,v24,v20,v14; v2,v1,v5,v15,v19,v11,v26; v12,v8,v18,v27,v16; v9,v25,v29,v21,v0,v28;;
6,6,7,6,5;349;15;  v10,v4,v22,v3,v6,v13; v0,v11,v23,v28,v17,v7; v2,v1,v5,v15,v16,v19,v26; v12,v8,v27,v21,v25,v29; v14,v9,v24,v20,v18;;
6,6,7,7,4;350;13;  v10,v4,v22,v3,v6,v13; v21,v0,v11,v23,v17,v14; v2,v1,v5,v15,v16,v19,v26; v12,v7,v8,v25,v18,v27,v20; v9,v24,v29,v28;;
6,7,4,6,7;339;9;  v10,v4,v13,v22,v6,v17; v21,v0,v11,v27,v29,v25,v7; v15,v2,v5,v3; v24,v9,v14,v20,v28,v23; v1,v19,v26,v16,v8,v18,v12;;
6,7,4,7,6;349;8;  v10,v4,v13,v22,v6,v17; v21,v0,v11,v23,v27,v29,v25; v15,v2,v5,v12; v24,v7,v9,v14,v20,v28,v8; v1,v19,v16,v18,v3,v26;;
6,7,5,5,7;340;11;  v10,v4,v13,v22,v6,v2; v21,v0,v11,v27,v29,v25,v7; v15,v1,v5,v12,v3; v20,v14,v24,v23,v17; v8,v26,v19,v18,v28,v16,v9;;
6,7,5,6,6;349;8;  v10,v4,v13,v22,v6,v17; v21,v0,v3,v27,v29,v25,v16; v15,v1,v2,v5,v12; v20,v8,v9,v14,v24,v23; v26,v7,v19,v18,v28,v11;;
6,7,5,7,5;342;11;  v10,v4,v13,v22,v6,v2; v21,v0,v11,v27,v29,v25,v7; v15,v1,v5,v12,v3; v20,v8,v9,v14,v24,v17,v23; v26,v19,v18,v28,v16;;
6,7,6,4,7;345;10;  v10,v4,v13,v22,v6,v3; v21,v0,v11,v27,v7,v25,v14; v15,v1,v2,v5,v20,v23; v24,v9,v29,v28; v8,v16,v19,v17,v26,v18,v12;;
6,7,6,5,6;350;11;  v10,v4,v22,v6,v3,v29; v21,v0,v11,v23,v14,v13,v17; v15,v1,v2,v5,v26,v19; v24,v7,v9,v28,v20; v8,v16,v25,v18,v27,v12;;
6,7,6,6,5;348;12;  v10,v4,v13,v22,v6,v17; v21,v0,v11,v25,v7,v14,v19; v15,v1,v2,v5,v12,v26; v24,v9,v28,v23,v20,v8; v16,v18,v3,v27,v29;;
6,7,6,7,4;347;11;  v10,v4,v13,v22,v6,v3; v21,v0,v11,v27,v25,v7,v14; v15,v1,v5,v12,v26,v18; v24,v9,v17,v8,v23,v29,v20; v16,v19,v28,v2;;
6,7,7,4,6;354;13;  v13,v14,v20,v1,v23,v11; v21,v0,v3,v27,v29,v24,v12; v15,v2,v5,v10,v22,v4,v6; v9,v18,v28,v25; v8,v7,v17,v19,v16,v26;;
6,7,7,5,5;351;10;  v10,v4,v13,v22,v6,v17; v21,v0,v3,v27,v29,v14,v9; v15,v1,v2,v5,v12,v16,v26; v24,v28,v8,v23,v20; v7,v25,v19,v18,v11;;
6,7,7,6,4;340;14;  v10,v4,v13,v22,v6,v17; v21,v0,v27,v25,v14,v7,v28; v15,v5,v12,v16,v26,v8,v18; v24,v9,v3,v29,v20,v1; v19,v23,v11,v2;;
7,4,5,7,7;345;9;  v10,v2,v4,v13,v22,v6,v11; v0,v28,v18,v9; v3,v15,v27,v29,v21; v5,v1,v12,v14,v20,v24,v23; v25,v7,v8,v16,v19,v26,v17;;
7,4,6,6,7;344;12;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v28,v21; v15,v27,v29,v25,v12,v5; v1,v14,v20,v24,v9,v3; v8,v7,v17,v26,v19,v18,v16;;
7,4,6,7,6;350;8;  v10,v2,v13,v22,v6,v5,v15; v23,v0,v11,v21; v3,v16,v27,v29,v4,v25; v1,v9,v12,v14,v20,v18,v24; v7,v8,v17,v19,v26,v28;;
7,4,7,5,7;342;9;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v21,v28; v9,v24,v27,v29,v25,v14,v20; v5,v1,v12,v15,v3; v8,v7,v17,v26,v19,v18,v16;;
7,4,7,6,6;344;11;  v10,v2,v13,v22,v6,v5,v15; v23,v0,v11,v21; v3,v9,v16,v27,v29,v25,v18; v14,v20,v24,v4,v17,v7; v8,v19,v26,v28,v12,v1;;
7,4,7,7,5;346;8;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v21,v28; v3,v9,v16,v27,v29,v25,v18; v5,v1,v12,v14,v20,v24,v15; v19,v7,v17,v26,v8;;
7,5,4,7,7;342;13;  v10,v2,v13,v22,v11,v25,v6; v0,v21,v28,v7,v27; v17,v16,v4,v8; v3,v9,v24,v29,v20,v14,v23; v1,v5,v12,v26,v18,v15,v19;;
7,5,5,6,7;345;13;  v10,v2,v13,v22,v11,v6,v19; v23,v24,v14,v20,v7; v17,v16,v4,v0,v28; v27,v3,v25,v29,v9,v21; v1,v5,v26,v12,v15,v18,v8;;
7,5,5,7,6;345;15;  v4,v13,v20,v14,v24,v3,v1; v23,v0,v21,v28,v7; v17,v16,v19,v8,v26; v27,v12,v25,v29,v18,v6,v9; v5,v15,v2,v10,v22,v11;;
7,5,6,5,7;350;8;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v21,v28,v7; v17,v16,v19,v26,v18,v8; v27,v3,v25,v29,v9; v15,v1,v5,v20,v14,v24,v12;;
7,5,6,6,6;347;10;  v10,v2,v13,v22,v15,v6,v5; v23,v0,v11,v21,v28; v17,v7,v16,v19,v26,v8; v27,v12,v25,v29,v18,v9; v1,v14,v24,v20,v4,v3;;
7,5,6,7,5;351;14;  v10,v4,v13,v22,v6,v17,v8; v23,v0,v11,v21,v25; v16,v19,v26,v18,v28,v9; v27,v12,v14,v24,v20,v7,v1; v5,v15,v2,v3,v29;;
7,5,7,4,7;345;11;  v10,v2,v4,v13,v22,v6,v20; v23,v24,v28,v14,v9; v17,v7,v16,v19,v26,v8,v11; v5,v12,v15,v1; v3,v25,v29,v27,v21,v0,v18;;
7,5,7,5,6;340;13;  v10,v2,v4,v13,v22,v6,v5; v23,v24,v28,v9,v20; v17,v7,v16,v19,v26,v8,v11; v1,v12,v15,v3,v18; v27,v29,v25,v21,v0,v14;;
7,5,7,6,5;350;8;  v10,v2,v4,v13,v22,v6,v3; v23,v0,v11,v21,v14; v17,v7,v16,v19,v26,v28,v8; v20,v1,v5,v12,v15,v24; v9,v27,v29,v25,v18;;
7,5,7,7,4;348;9;  v10,v2,v4,v13,v22,v6,v5; v23,v0,v11,v21,v14; v17,v7,v16,v19,v26,v28,v8; v20,v1,v12,v15,v27,v3,v24; v9,v29,v25,v18;;
7,6,4,6,7;354;12;  v10,v22,v28,v6,v19,v25,v7; v23,v0,v11,v21,v13,v14; v16,v27,v4,v20; v3,v9,v15,v29,v2,v5; v1,v12,v26,v8,v17,v18,v24;;
7,6,4,7,6;349;13;  v10,v2,v4,v13,v22,v6,v5; v0,v11,v17,v21,v14,v7; v19,v28,v26,v1; v3,v15,v24,v29,v20,v23,v9; v25,v12,v18,v8,v27,v16;;
7,6,5,5,7;346;10;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v21,v28,v9,v29; v16,v19,v25,v27,v8; v7,v14,v20,v24,v17; v1,v3,v5,v26,v15,v12,v18;;
7,6,5,6,6;355;9;  v10,v2,v4,v13,v22,v6,v11; v0,v21,v28,v14,v7,v20; v16,v19,v25,v27,v18; v12,v24,v26,v8,v23,v17; v9,v1,v3,v5,v29,v15;;
7,6,5,7,5;349;10;  v10,v2,v4,v13,v22,v5,v6; v23,v0,v11,v17,v21,v14; v19,v25,v27,v28,v7; v12,v20,v26,v18,v8,v16,v1; v9,v15,v29,v3,v24;;
7,6,6,4,7;345;10;  v10,v2,v4,v13,v22,v6,v11; v0,v17,v28,v7,v19,v26; v16,v25,v27,v18,v8,v12; v3,v15,v29,v21; v5,v1,v14,v20,v24,v23,v9;;
7,6,6,5,6;352;10;  v10,v2,v4,v13,v22,v6,v11; v0,v17,v28,v7,v14,v24; v16,v9,v25,v27,v18,v8; v3,v15,v29,v21,v23; v1,v5,v20,v26,v12,v19;;
7,6,6,6,5;349;14;  v10,v2,v4,v13,v22,v6,v11; v17,v7,v14,v24,v20,v23; v16,v19,v25,v27,v28,v0; v3,v15,v29,v21,v9,v5; v12,v26,v8,v18,v1;;
7,6,6,7,4;346;14;  v10,v2,v13,v22,v6,v11,v5; v0,v17,v7,v14,v4,v20; v16,v25,v27,v18,v12,v8; v3,v1,v15,v29,v26,v21,v19; v23,v28,v9,v24;;
7,6,7,4,6;345;10;  v10,v2,v4,v13,v22,v6,v11; v0,v17,v21,v28,v14,v7; v16,v9,v19,v25,v18,v8,v26; v20,v24,v23,v1; v29,v3,v5,v15,v27,v12;;
7,6,7,5,5;337;13;  v10,v2,v4,v13,v22,v6,v11; v23,v17,v14,v24,v20,v7; v16,v9,v19,v18,v8,v26,v28; v0,v21,v27,v25,v29; v1,v3,v5,v15,v12;;
7,6,7,6,4;348;10;  v10,v2,v4,v13,v22,v5,v6; v23,v0,v11,v17,v21,v14; v16,v9,v19,v25,v8,v26,v18; v7,v12,v20,v24,v27,v28; v1,v15,v29,v3;;
7,7,4,5,7;344;10;  v10,v2,v4,v13,v22,v20,v11; v23,v0,v17,v21,v24,v14,v7; v3,v16,v27,v8; v12,v1,v5,v26,v15; v6,v19,v25,v9,v29,v28,v18;;
7,7,4,6,6;345;9;  v10,v2,v13,v22,v5,v15,v11; v23,v0,v17,v21,v24,v28,v14; v3,v16,v27,v4; v12,v1,v7,v20,v26,v19; v6,v9,v25,v29,v8,v18;;
7,7,4,7,5;338;11;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v17,v24,v14,v7,v20; v3,v27,v21,v29; v12,v1,v5,v26,v8,v15,v16; v19,v9,v25,v18,v28;;
7,7,5,4,7;343;13;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v17,v24,v7,v14,v20; v3,v15,v29,v21,v5; v12,v26,v18,v1; v9,v19,v25,v16,v8,v28,v27;;
7,7,5,5,6;342;10;  v10,v2,v4,v13,v22,v11,v6; v23,v8,v17,v24,v14,v20,v16; v3,v15,v27,v29,v21; v12,v1,v5,v26,v18; v7,v19,v25,v9,v28,v0;;
7,7,5,6,5;346;11;  v10,v2,v13,v22,v5,v11,v15; v23,v0,v17,v21,v24,v28,v14; v3,v16,v27,v4,v20; v12,v1,v7,v26,v8,v19; v6,v9,v25,v29,v18;;
7,7,5,7,4;345;10;  v10,v2,v4,v13,v22,v5,v6; v0,v11,v17,v21,v14,v25,v7; v3,v15,v16,v27,v29; v12,v1,v20,v26,v24,v23,v8; v19,v9,v28,v18;;
7,7,6,4,6;349;11;  v10,v2,v13,v22,v11,v6,v19; v23,v8,v17,v24,v28,v7,v20; v3,v15,v16,v27,v4,v1; v12,v5,v26,v18; v9,v14,v25,v21,v0,v29;;
7,7,6,5,5;344;11;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v17,v24,v7,v14,v20; v3,v15,v27,v29,v21,v5; v12,v26,v8,v18,v16; v19,v1,v9,v25,v28;;
7,7,6,6,4;340;11;  v10,v2,v4,v13,v22,v6,v11; v23,v0,v17,v24,v14,v7,v20; v3,v15,v27,v29,v21,v25; v12,v1,v5,v26,v8,v18; v19,v9,v28,v16;;
7,7,7,4,5;336;13;  v10,v2,v13,v22,v6,v11,v5; v23,v0,v24,v28,v14,v20,v7; v3,v9,v15,v27,v29,v25,v21; v4,v8,v17,v16; v1,v19,v26,v12,v18;;
7,7,7,5,4;338;15;  v10,v2,v13,v22,v6,v11,v4; v23,v0,v17,v24,v14,v7,v20; v3,v9,v27,v29,v18,v25,v21; v5,v12,v15,v26,v1; v19,v28,v16,v8;;
4,4,4,4,7,7;365;13;  v4,v22,v3,v27; v18,v26,v8,v16; v15,v2,v5,v10; v21,v13,v23,v28; v20,v9,v14,v24,v1,v12,v29; v6,v25,v19,v7,v17,v0,v11;
4,4,4,5,6,7;367;12;  v4,v22,v3,v27; v18,v12,v26,v8; v15,v5,v29,v21; v11,v13,v23,v10,v2; v20,v9,v14,v24,v28,v1; v6,v25,v19,v7,v17,v0,v16;
4,4,4,5,7,6;367;14;  v4,v22,v3,v27; v18,v12,v26,v8; v15,v5,v29,v21; v11,v13,v23,v10,v2; v20,v7,v14,v24,v28,v0,v17; v6,v19,v25,v16,v1,v9;
4,4,4,6,5,7;365;14;  v4,v22,v3,v27; v18,v6,v9,v29; v15,v2,v5,v10; v21,v11,v13,v23,v0,v25; v20,v14,v24,v1,v12; v8,v7,v17,v26,v19,v16,v28;
4,4,4,6,6,6;368;16;  v4,v22,v6,v13; v18,v12,v27,v3; v15,v2,v5,v10; v21,v11,v23,v29,v25,v0; v20,v9,v14,v24,v28,v7; v26,v19,v16,v8,v17,v1;
4,4,4,6,7,5;369;15;  v4,v22,v3,v27; v25,v9,v8,v16; v15,v2,v5,v10; v21,v11,v13,v23,v29,v6; v20,v7,v14,v24,v17,v0,v28; v26,v19,v1,v12,v18;
4,4,4,7,4,7;358;13;  v4,v22,v3,v16; v18,v12,v26,v8; v15,v2,v5,v10; v21,v11,v25,v27,v29,v0,v7; v6,v9,v19,v28; v17,v20,v24,v14,v1,v13,v23;
4,4,4,7,5,6;364;12;  v4,v22,v3,v1; v12,v26,v8,v16; v15,v2,v5,v10; v21,v11,v25,v27,v29,v0,v7; v6,v9,v19,v28,v18; v17,v24,v14,v20,v13,v23;
4,4,4,7,6,5;364;11;  v4,v22,v3,v1; v18,v12,v28,v9; v15,v2,v5,v10; v21,v11,v25,v27,v29,v0,v7; v6,v8,v16,v17,v19,v26; v24,v20,v14,v13,v23;
4,4,4,7,7,4;364;14;  v4,v22,v3,v24; v0,v28,v7,v19; v15,v2,v5,v10; v21,v25,v27,v29,v6,v9,v14; v8,v16,v17,v20,v23,v13,v11; v26,v1,v12,v18;
4,4,5,4,6,7;366;13;  v10,v22,v6,v4; v18,v3,v16,v27; v15,v1,v2,v5,v12; v21,v29,v25,v0; v26,v7,v9,v19,v28,v8; v13,v14,v11,v23,v20,v17,v24;
4,4,5,4,7,6;364;14;  v10,v4,v22,v6; v18,v26,v16,v19; v15,v1,v5,v12,v20; v27,v21,v29,v3; v7,v24,v14,v0,v28,v9,v25; v11,v13,v23,v8,v2,v17;
4,4,5,5,5,7;364;9;  v10,v4,v22,v6; v18,v12,v8,v16; v15,v1,v2,v5,v3; v27,v21,v25,v29,v0; v9,v19,v26,v28,v7; v17,v11,v13,v14,v23,v20,v24;
4,4,5,5,6,6;367;12;  v10,v4,v22,v6; v18,v12,v8,v26; v15,v2,v5,v3,v16; v27,v21,v25,v29,v0; v9,v20,v24,v1,v14,v13; v7,v11,v17,v23,v19,v28;
4,4,5,5,7,5;364;12;  v10,v4,v22,v6; v18,v12,v8,v26; v15,v2,v5,v3,v16; v27,v21,v25,v29,v0; v9,v14,v20,v24,v1,v13,v23; v7,v11,v17,v19,v28;
4,4,5,6,4,7;364;10;  v10,v4,v22,v13; v18,v12,v8,v26; v15,v1,v2,v5,v3; v27,v6,v21,v25,v29,v0; v9,v19,v28,v16; v17,v7,v11,v14,v23,v20,v24;
